design_id,wall_material,wall_structural_thickness_m,wall_insulation_thickness_m,roof_insulation_thickness_m,floor_insulation_thickness_m,length_m,width_m,height_m,orientation_deg,window_area_m2,window_wall_orientation,door_area_m2,door_wall_orientation,window_solar_heat_gain_coefficient,window_u_value_w_m2k,door_u_value_w_m2k,has_thermal_mass,thermal_mass_material,thermal_mass_kg,thermal_mass_specific_heat_j_kgk,thermal_mass_heat_capacity_j_k,occupant_count,sensible_heat_per_person_w,equipment_heat_w,lighting_heat_w,floor_area_m2,volume_m3,net_wall_area_m2,weather_scenario_id,weather_name,weather_season,weather_date,weather_effective_date,latitude,longitude,weather_source,weather_data_category,weather_provenance,weather_retrieval_status,weather_record_count,skipped_missing_required_records,mean_outdoor_temperature_c,minimum_outdoor_temperature_c,maximum_outdoor_temperature_c,daily_solar_sum_wh_m2,mean_wind_speed_m_s,mean_relative_humidity_percent,percent_time_comfortable,percent_time_below_comfort,percent_time_above_comfort,minimum_indoor_temperature_c,maximum_indoor_temperature_c,mean_indoor_temperature_c,indoor_temperature_range_c,degree_hours_below_comfort,degree_hours_above_comfort,total_heat_loss_kwh,total_solar_gain_kwh,thermal_mass_absorbed_kwh,thermal_mass_released_kwh,thermal_mass_net_kwh
D0243,timber,0.35,0.0,0.0732,0.0,4.583,4.0,3.0,90.0,2.353,north,2.0,west,0.704,5.0,2.0,1,stone,2736.7,900.0,2463030.0,2,75.0,50.0,20.0,18.332,54.996,47.145,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-11.406586206133559,6.596584003447452,-0.39723023864659607,18.00317020958101,441.53352572751834,0.0,29.12431101303227,8.80603435712,2.274247437848694,16.920098555430123,-14.64585111758143
D0244,timber,0.35,0.0,0.0822,0.178,4.468,4.0,3.0,90.0,0.704,west,2.0,east,0.517,5.0,2.0,1,water,1898.0,4186.0,7945028.0,2,75.0,50.0,20.0,17.872,53.616,48.104,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,5.9951610205694585,9.724635518843987,8.31414563045194,3.729474498274529,232.46050486915348,0.0,16.124920295216796,1.9348575276800002,0.004039148321637644,8.842527433618049,-8.83848828529641
D0245,timber,0.35,0.0,0.0961,0.1533,5.82,4.0,3.0,270.0,1.533,west,2.0,south,0.516,5.0,2.0,1,stone,2215.1,900.0,1993590.0,2,75.0,50.0,20.0,23.28,69.84,55.387,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-3.011226114648208,8.56111542355412,4.810781716157443,11.572341538202329,316.54123881222137,0.0,16.99330584386832,4.20511275828,1.153896105751896,8.359187847391208,-7.2052917416393125
D0246,timber,0.35,0.0,0.1031,0.0,4.372,4.0,3.0,90.0,0.746,east,2.0,west,0.766,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,17.488,52.464,47.486,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-17.710273408695674,1.7520040495351183,-6.807441694110885,19.46227745823079,595.3786006586614,0.0,8.32028012627703,3.03775949036,0.0,0.0,0.0
D0247,timber,0.35,0.0,0.107,0.1647,4.895,4.0,3.0,90.0,3.914,south,2.0,north,0.657,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,19.58,58.739999999999995,47.455999999999996,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,4.166666666666657,70.83333333333334,25.0,-15.599913148674863,39.14598017796564,5.139416498888131,54.745893326640505,401.4733045538955,55.612362057952794,19.027553500501043,13.670109082980002,0.0,0.0,0.0
D0248,timber,0.35,0.0,0.1196,0.0745,5.337,4.0,3.0,270.0,1.819,west,2.0,south,0.416,5.0,2.0,1,water,1259.5,4186.0,5272267.0,2,75.0,50.0,20.0,21.348,64.044,52.203,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,2.725776706181659,9.406096733848416,7.05620593178108,6.680320027666758,262.6510576372541,0.0,20.111171545091363,4.02264603104,0.5296201261830573,11.182855521357986,-10.653235395174928
D0249,timber,0.35,0.0,0.1426,0.198,4.177,4.0,3.0,0.0,3.911,east,2.0,north,0.649,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,16.708,50.123999999999995,43.150999999999996,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,4.166666666666657,70.83333333333334,25.0,-15.166819553356714,43.19672205506988,6.565408892340854,58.36354160842659,390.56013268899716,76.74696592689386,18.826816988464145,13.49330390639,0.0,0.0,0.0
D0250,timber,0.35,0.0,0.1735,0.1729,4.186,4.0,3.0,90.0,3.082,east,2.0,south,0.701,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,16.744,50.232,44.034,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,4.166666666666657,70.83333333333334,25.0,-14.693244519998634,40.65714882887938,6.221503740789608,55.350393348878015,385.3654096156089,64.19738341690046,16.835586569091653,11.485143916819998,0.0,0.0,0.0
D0251,timber,0.35,0.0516,0.1288,0.0,4.332,4.0,3.0,90.0,3.427,west,2.0,west,0.622,5.0,2.0,1,water,2263.5,4186.0,9475011.0,2,75.0,50.0,20.0,17.328,51.983999999999995,44.565,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,0.48328645209171195,9.176602326130878,6.139165192703548,8.693315874039167,284.66003537511483,0.0,41.823971062931506,11.33157501994,1.865657509461736,26.913147940095083,-25.047490430633346
D0252,timber,0.35,0.0539,0.0615,0.0,4.008,4.0,3.0,180.0,1.67,east,2.0,north,0.58,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,16.032,48.096000000000004,44.378,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-17.572130712194983,5.589760697959504,-5.643056648611478,23.16189141015449,567.4333595666754,0.0,10.430893715606748,5.149087286,0.0,0.0,0.0
D0253,timber,0.35,0.056,0.1047,0.0,5.014,4.0,3.0,180.0,1.401,west,2.0,west,0.47,5.0,2.0,1,stone,2961.5,900.0,2665350.0,2,75.0,50.0,20.0,20.056,60.168000000000006,50.68300000000001,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-10.944869393671388,7.015797453053156,-1.5449838771045108,17.960666846724543,469.0796130505083,0.0,24.70756108259893,3.5004331047,0.049111694347164454,15.556169371686618,-15.507057677339454
D0254,timber,0.35,0.0607,0.1631,0.1003,5.691,4.0,3.0,180.0,2.32,east,2.0,west,0.579,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.764,68.292,53.826,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,12.5,75.0,12.5,-14.25953735335129,27.043577500464124,2.8180124549107965,41.303114853815416,395.1534685085378,4.005573550837003,12.612837454557901,7.1408899128,0.0,0.0,0.0
D0255,timber,0.35,0.0687,0.187,0.0,4.814,4.0,3.0,270.0,3.799,south,2.0,west,0.564,5.0,2.0,1,stone,2419.2,900.0,2177280.0,2,75.0,50.0,20.0,19.256,57.768,47.085,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-11.937617798670896,7.240095240759712,0.1461661068120103,19.177713039430607,428.49201343651174,0.0,30.360576415327362,11.39027440236,3.5234697714035277,16.791341016039684,-13.267871244636156
D0256,timber,0.35,0.0703,0.1512,0.0611,4.894,4.0,3.0,0.0,0.803,east,2.0,west,0.576,5.0,2.0,1,stone,2025.8,900.0,1823220.0,2,75.0,50.0,20.0,19.576,58.728,50.561,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-0.292445725576167,8.964165109224648,5.926203235574825,9.256610834800815,289.77112234620427,0.0,13.15289752852193,2.4588034732799997,0.6335450180268182,5.846154155744867,-5.212609137718049
D0257,timber,0.35,0.0732,0.1833,0.1829,4.45,4.0,3.0,0.0,2.148,east,2.0,east,0.799,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,17.8,53.400000000000006,46.55200000000001,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,70.83333333333334,29.166666666666668,-12.698503422411491,45.585977538438364,9.145935777232063,58.284480960849855,347.12274342236225,92.62520207593181,14.544572578939297,9.123612794520003,0.0,0.0,0.0
D0258,timber,0.35,0.0816,0.1776,0.0841,4.101,4.0,3.0,180.0,3.536,south,2.0,east,0.648,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,16.404,49.212,43.07,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,4.166666666666657,70.83333333333334,25.0,-14.325267300477275,46.53318971558574,8.123196086307527,60.858457016063014,373.44184415759065,94.73034581080184,17.532650542129268,12.18072256128,0.0,0.0,0.0
D0259,timber,0.35,0.0829,0.1627,0.0,4.172,4.0,3.0,90.0,1.117,north,2.0,north,0.729,5.0,2.0,1,stone,2375.7,900.0,2138130.0,2,75.0,50.0,20.0,16.688,50.06399999999999,45.91499999999999,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-10.351199565022164,7.0504524366113515,-0.5803117268727142,17.401652001633515,445.92748144494516,0.0,22.035496750926878,4.32878973093,0.5779925446348012,12.66507874629059,-12.087086201655788
D0260,timber,0.35,0.0873,0.1635,0.186,5.147,4.0,3.0,270.0,2.527,west,2.0,north,0.79,5.0,2.0,1,water,2549.3,4186.0,10671369.8,2,75.0,50.0,20.0,20.588,61.764,50.355000000000004,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,9.519025167384369,11.9428088763228,10.736834173992463,2.4237837089384318,174.31597982418083,0.0,17.328151526302374,10.6125102433,6.854250595457182,8.279989568605655,-1.4257389731484738
D0261,timber,0.35,0.0979,0.1371,0.1403,5.871,4.0,3.0,180.0,1.189,east,2.0,east,0.558,5.0,2.0,1,water,2718.9,4186.0,11381315.4,2,75.0,50.0,20.0,23.484,70.452,56.037,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,8.090100253339303,9.946761896326986,9.407764703694568,1.8566616429876834,206.21364711133035,0.0,14.88992587869433,3.5269706266200003,1.2180473215242118,7.25615048794796,-6.038103166423748
D0262,timber,0.35,0.0981,0.11,0.0535,4.8,4.0,3.0,180.0,2.636,west,2.0,east,0.774,5.0,2.0,1,water,1137.8,4186.0,4762830.8,2,75.0,50.0,20.0,19.2,57.599999999999994,48.164,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,6.271893904869204,13.283045944748338,10.30370039144043,7.011152039879134,184.71119060542964,0.0,21.12995972354337,10.846063826640002,5.91405335201378,10.846369611890637,-4.932316259876857
D0263,timber,0.35,0.0996,0.1718,0.1543,4.278,4.0,3.0,270.0,2.87,west,2.0,east,0.659,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,17.112,51.336,44.798,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,70.83333333333334,29.166666666666668,-13.269066107818325,46.22474101397119,8.852288325464938,59.493807121789516,356.2928549349498,94.74777474610826,15.446003664823726,10.0543291933,0.0,0.0,0.0
D0264,timber,0.35,0.1005,0.1488,0.0537,4.44,4.0,3.0,90.0,2.992,east,2.0,south,0.598,5.0,2.0,1,water,2708.8,4186.0,11339036.8,2,75.0,50.0,20.0,17.76,53.28,45.647999999999996,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,8.328722840799111,11.123055568779577,10.000919377007511,2.794332727980466,191.97793495181972,0.0,20.08524792250138,9.511490148159998,5.137970582951478,10.402046474945461,-5.264075891993983
D0265,timber,0.35,0.1008,0.1224,0.1778,5.01,4.0,3.0,90.0,3.683,east,2.0,south,0.74,5.0,2.0,1,water,645.3,4186.0,2701225.8,2,75.0,50.0,20.0,20.04,60.12,48.376999999999995,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,20.83333333333333,79.16666666666667,0.0,6.183412482263368,19.650059041972742,13.045624225924422,13.466646559709375,123.41589844202498,0.0,22.70858457440771,14.4883599742,8.442347916337226,11.30608810268949,-2.8637401863522634
D0266,timber,0.35,0.1065,0.076,0.0595,5.654,4.0,3.0,90.0,3.073,south,2.0,north,0.743,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.616,67.848,52.851,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,75.0,25.0,-15.416710076852768,35.93072284358171,4.41278383011678,51.34743292043448,401.47671496186257,39.38352688466526,17.551110651835604,12.137721356390001,0.0,0.0,0.0
D0267,timber,0.35,0.1138,0.1259,0.119,4.431,4.0,3.0,180.0,0.959,south,2.0,east,0.651,5.0,2.0,1,water,2901.5,4186.0,12145679.0,2,75.0,50.0,20.0,17.724,53.172,47.626999999999995,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,8.798736700045822,10.162986876574083,9.7229326481138,1.3642501765282606,198.64961644526883,0.0,12.672945865519546,3.3188328870900006,1.5421140763500305,5.594935864051186,-4.052821787701156
D0268,timber,0.35,0.1171,0.1201,0.0,5.593,4.0,3.0,270.0,1.037,east,2.0,west,0.737,5.0,2.0,1,stone,1805.3,900.0,1624770.0,2,75.0,50.0,20.0,22.372,67.116,54.521,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-13.911429071265664,5.002102377626169,-3.5532232069737724,18.91353144889183,517.2773569673705,0.0,20.669633863461332,4.06286164669,1.1092259688365311,11.901051694425506,-10.791825725588975
D0269,timber,0.35,0.1196,0.0,0.1517,5.493,4.0,3.0,0.0,2.614,south,2.0,east,0.417,5.0,2.0,1,water,562.6,4186.0,2355043.6,2,75.0,50.0,20.0,21.972,65.916,52.343999999999994,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-12.16773382850491,6.343180470434978,-1.844005347534031,18.510914298939888,476.25612834081676,0.0,26.06338337809435,5.79465290838,1.0710328164594913,15.572693838493933,-14.501661022034442
D0270,timber,0.35,0.1234,0.0,0.0,5.375,4.0,3.0,0.0,1.503,north,2.0,east,0.576,5.0,2.0,1,stone,789.7,900.0,710730.0,2,75.0,50.0,20.0,21.5,64.5,52.747,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-18.127152027322417,-0.48506751521699537,-7.536533463240533,17.64208451210542,612.8768031177727,0.0,14.373158469553243,4.602218705279999,1.7507949903252662,7.303797979319394,-5.553002988994128
D0271,timber,0.35,0.1271,0.1194,0.1459,4.533,4.0,3.0,0.0,2.173,north,2.0,north,0.493,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,18.132,54.396,47.025,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,8.333333333333329,75.0,16.666666666666668,-12.777139996560377,28.785353082077247,4.370131507730751,41.56249307863762,368.14648001580315,10.515176568962112,11.120706781817253,5.69498303689,0.0,0.0,0.0
D0272,timber,0.35,0.1298,0.0,0.1727,5.483,4.0,3.0,90.0,1.035,east,2.0,west,0.537,5.0,2.0,1,water,1662.5,4186.0,6959225.0,2,75.0,50.0,20.0,21.932,65.79599999999999,53.863,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-3.877235533268224,8.838171793889543,2.9029562176603307,12.715407327157767,362.32905077615203,0.0,35.365301878223576,2.95461177795,0.0,26.826334570557933,-26.826334570557933
D0273,timber,0.35,0.1319,0.1848,0.1557,4.966,4.0,3.0,0.0,2.097,west,2.0,east,0.545,5.0,2.0,1,water,2858.5,4186.0,11965681.0,2,75.0,50.0,20.0,19.864,59.592,49.699,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,9.002678278938058,10.723658090505149,10.034479394856751,1.7209798115670907,191.1724945234379,0.0,14.690190780816673,6.075481768650001,3.45046203429735,6.7653602477968455,-3.3148982134994953
D0274,timber,0.35,0.1324,0.1439,0.1269,5.473,4.0,3.0,180.0,3.724,west,2.0,west,0.608,5.0,2.0,1,water,1290.5,4186.0,5402033.0,2,75.0,50.0,20.0,21.892,65.676,51.114000000000004,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,7.528025592981783,13.720708767856454,10.902511113665229,6.192683174874671,170.33973327203452,0.0,21.079941367046175,12.036467313920003,7.0268313319574895,10.73618892136522,-3.7093575894077313
D0275,timber,0.35,0.1353,0.0,0.0,5.337,4.0,3.0,180.0,2.478,east,2.0,north,0.654,5.0,2.0,1,stone,2451.8,900.0,2206620.0,2,75.0,50.0,20.0,21.348,64.044,51.544,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-15.811188433400902,3.378477872922981,-4.744002526324654,19.189666306323883,545.8560606317917,0.0,30.267174799049325,8.615189598119999,2.9206525713490277,18.741620521602112,-15.820967950253085
D0276,timber,0.35,0.1362,0.0937,0.1594,5.597,4.0,3.0,180.0,2.826,north,2.0,west,0.797,5.0,2.0,1,stone,996.0,900.0,896400.0,2,75.0,50.0,20.0,22.388,67.164,52.756,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,12.5,70.83333333333334,16.666666666666668,-4.038203293412734,27.089235844643156,11.921178846276732,31.12743913805589,188.00029797899634,7.651386376597777,21.063166190612698,11.97336627522,5.263912881600797,8.759425501660568,-3.4955126200597704
D0277,timber,0.35,0.1441,0.1475,0.0,4.832,4.0,3.0,270.0,2.229,north,2.0,north,0.458,5.0,2.0,1,stone,2298.7,900.0,2068830.0,2,75.0,50.0,20.0,19.328,57.983999999999995,48.763,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-11.878456452184144,6.389069773136036,-1.5007045249252071,18.267526225320182,468.0169085982052,0.0,23.70288768878674,5.427018920820001,1.1199159359241762,13.692917897583099,-12.573001961658923
D0278,timber,0.35,0.1509,0.0843,0.0753,5.873,4.0,3.0,90.0,1.158,west,2.0,north,0.599,5.0,2.0,1,stone,957.0,900.0,861300.0,2,75.0,50.0,20.0,23.492,70.476,56.08,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-6.116469335533587,10.041129464417361,4.128893199016068,16.157598799950946,332.90656322361434,0.0,13.201881194576764,3.6874078084199993,1.2959588263738793,5.15182411490029,-3.8558652885264104
